hall_id,as_of_date,machine_key,machine_name,units,baseline_days,baseline_avg_diff,special_selected_n,momentum_selected_n,composite_score,type_label,source_name,notes
ooimachi_big_dipper,2026-07-13,od_e4dc23c0c9,L東京喰種,7,43,756.3,0,0,3.1409,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+997、6月+652枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_3e5bf1d252,Lアズールレーン THE ANIMATION,1,43,640.4,0,0,0.1827,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+1599、6月+225枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_1f8fe88f89,Lパチスロ革命機ヴァルヴレイヴ2,6,43,443.8,0,0,1.1541,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+575、6月+387枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_5705168200,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,3,43,421.4,0,0,0.3772,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+533、6月+373枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_cafc0aa56b,スマスロ 甲鉄城のカバネリ 海門決戦,6,43,330.3,0,0,0.5496,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+338、6月+327枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_ad62ce614a,スマスロ シャーマンキング,4,43,241.5,0,0,-0.1593,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+72、6月+315枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_6fe527df53,ダンジョンに出会いを求めるのは間違っているだろうか2,4,43,231.2,0,0,-0.2044,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+130、6月+275枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_e564631a7f,A-SLOT+ ディスクアップ ULTRAREMIX,3,43,204.1,0,0,-0.4411,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+525、6月+65枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_76e578be9b,スマスロ 七つの魔剣が支配する,3,43,174.2,0,0,-0.5535,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+154、6月+183枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_3302850d31,スマスロ鉄拳6,3,43,159.6,0,0,-0.6085,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+198、6月+143枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_497a43a82b,パチスロ ディスクアップ２,4,43,146.6,0,0,-0.5721,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+238、6月+107枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_50a2cfbc90,吉宗,3,43,136.5,0,0,-0.6956,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+433、6月+8枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_ca95609452,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,4,43,122.3,0,0,-0.6779,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+266、6月+60枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_c357f9098f,スマスロ モンスターハンターライズ,4,43,115.9,0,0,-0.7056,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+298、6月+37枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
ooimachi_big_dipper,2026-07-13,od_38072bb333,スマスロ 沖ドキ!DUO アンコール,4,43,97.3,0,0,-0.7865,43日月間累計・暫定,slorepo_monthly_aggregate,7/1〜13と6/1〜30の台/日を43日加重。7月+128、6月+84枚/台/日。特定日選抜・位置は未抽出。Sは平均差枚×√台数の店舗内z。
