hall_id,as_of_date,machine_key,machine_name,units,baseline_days,baseline_avg_diff,special_selected_n,momentum_selected_n,composite_score,type_label,source_name,notes
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_07bc149e50ab,スマスロ化物語,5,90,387.5,5,4,1.6165,常用+特定日,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_1c14e9616969,Lパチスロ炎炎ノ消防隊,1,90,380.5,5,4,1.6092,常用+特定日,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_c357f9098fb5,スマスロ モンスターハンターライズ,4,90,676.4,2,9,1.5606,常用+特定日,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_ad62ce614a62,スマスロ シャーマンキング,3,90,366.4,3,8,1.4225,常用+特定日,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_3e5bf1d252af,Lアズールレーン THE ANIMATION,3,90,336.3,2,11,1.4036,常用+特定日,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_1f8fe88f89c3,Lパチスロ革命機ヴァルヴレイヴ2,8,90,342.2,4,5,1.3849,常用+特定日,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_c45097e5509b,Lスマスロ北斗の拳,5,90,909.3,1,7,1.3231,常用,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_348b1c47d12b,スマスロ 攻殻機動隊,4,90,236.6,4,4,1.1766,常用+特定日,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_2191462ac6f1,沖ドキ！ＧＯＬＤ,2,90,-35.3,3,9,1.103,特定日寄り,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
ikegami_big_dipper_togoshi_ginza,2026-07-13,bd_fa7ec51ad325,スマスロ秘宝伝,3,90,120.8,4,4,1.0561,常用+特定日,min-repo_machine_detail_90d,90日内90日。A=機種表の台数加重平均、B=詳細ページが旧イベント日と明示した日の公開優秀機種該当数、C=直近30日の公開優秀機種該当数。負差枚は出率から復元。S=0.35z(A)+0.40z(B)+0.25z(C)。
