hall_id,as_of_date,machine_key,machine_name,units,baseline_days,baseline_avg_diff,special_selected_n,momentum_selected_n,composite_score,type_label,source_name,notes
keikyu_mitoya_omorimachi,2026-07-13,mt_785f241e28,スマスロ 甲鉄城のカバネリ 海門決戦,14,43,698.3,0,0,3.2546,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+715、6月+691枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_c7c02d5545,L東京喰種,12,43,246.6,0,0,0.6974,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+504、6月+135枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_6e7ab6bf06,スマスロ ミリオンゴッド-神々の軌跡-,17,43,217.2,0,0,0.7576,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+303、6月+180枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_b985677db9,スマスロ北斗の拳 転生の章2,7,43,171.1,0,0,0.1136,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+462、6月+45枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_c68a041040,スマスロ スーパーブラックジャック,1,43,197.4,0,0,-0.2575,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+443、6月+91枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_e199f4b58d,スマスロ ゴッドイーター リザレクション,3,43,165.2,0,0,-0.1285,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月-229、6月+336枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_a11e02edf3,スマスロ スーパーリオエース2,4,43,110.6,0,0,-0.2229,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月-158、6月+227枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_932cd6aec0,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,5,43,97.8,0,0,-0.2265,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+132、6月+83枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_26ddb72138,マイジャグラーV,34,43,83.9,0,0,0.1667,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+19、6月+112枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_9d222afdd0,L戦国乙女5 業火を穿つ宿焔の双刃,10,43,10.8,0,0,-0.4949,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+225、6月-82枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_63252e77b9,スロット ソードアート・オンラインⅡ,4,43,-0.9,0,0,-0.5473,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月-1150、6月+497枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_d6236263c0,ゴーゴージャグラー３,11,43,-30.6,0,0,-0.692,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+42、6月-62枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_3302850d31,スマスロ鉄拳6,2,43,-34.8,0,0,-0.6161,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+448、6月-244枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_39397adb6a,Lパチスロ炎炎ノ消防隊2,5,43,-43.9,0,0,-0.6872,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月+268、6月-179枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
keikyu_mitoya_omorimachi,2026-07-13,mt_04210fa9ff,ネオアイムジャグラーEX,17,43,-95.5,0,0,-1.117,43日月間累計・暫定,slorepo_monthly_aggregate,6月30日と7/1〜13の台/日を43日加重。7月-25、6月-126枚/台/日。特定日選抜は未抽出。Sは平均差枚×√台数の店舗内zで、機種比較の暫定値。
